,source_city,dest_city,geo_distance_km,measured_latency_ms,physics_latency_ms,is_anomaly
39,Paris,Vienna,1033.4922772841828,7.177143796335925,5.167461386420914,0
40,Paris,Rome,1105.2801487141146,8.504762542839574,5.526400743570573,0
41,Frankfurt,Amsterdam,363.4216583446053,7.309158945936007,1.8171082917230266,0
42,Frankfurt,Berlin,423.5280249380463,8.732384902648917,2.1176401246902317,0
43,Frankfurt,Zurich,304.1810276161854,6.0655527047836335,1.520905138080927,0
44,Frankfurt,Vienna,597.6455836046576,8.997082569835454,2.9882279180232882,0
45,Frankfurt,Rome,958.7278338574287,14.762394590858287,4.793639169287143,0
46,Amsterdam,Berlin,576.0871999159892,11.781344583716608,2.8804359995799462,0
47,Amsterdam,Zurich,612.9263221594731,10.848135995244075,3.0646316107973655,0
48,Amsterdam,Vienna,935.4450575969296,9.799114476651106,4.677225287984648,0
49,Amsterdam,Rome,1295.9496221016386,11.599684060411215,6.4797481105081935,0
50,Berlin,Zurich,669.0830018616773,10.840991147593392,3.3454150093083865,0
51,Berlin,Vienna,523.5449953624505,8.480259395994414,2.617724976812253,0
52,Berlin,Rome,1182.5461961338704,10.561438595264653,5.912730980669352,0
53,Zurich,Vienna,592.0648666611066,7.88289300298489,2.9603243333055334,0
54,Zurich,Rome,684.1759092144201,12.11878018936588,3.4208795460721007,0
55,Vienna,Rome,764.1671614916593,8.478722729537044,3.8208358074582964,0
56,London,Paris,343.55606034104164,8.154916400958648,1.7177803017052082,0
57,London,Frankfurt,637.7668789118289,15.295344552009915,3.188834394559145,1
58,London,Amsterdam,357.8875011228778,6.305319713754858,1.789437505614389,0
59,London,Berlin,931.5694204688527,12.23697989143959,4.657847102344264,0
60,London,Zurich,776.2341438374208,10.223932332677421,3.881170719187104,0
61,London,Vienna,1235.408027341829,11.564029625064142,6.177040136709145,0
62,London,Rome,1433.7813071157893,14.057290019631584,7.168906535578947,0
63,Paris,Frankfurt,477.89165377032487,7.566196561556356,2.3894582688516244,0
64,Paris,Amsterdam,429.8613896967422,6.776928710409833,2.1493069484837113,0
65,Paris,Berlin,877.4633259175432,11.487238517428658,4.387316629587716,0
66,Paris,Zurich,487.8773490475774,9.99475963074845,2.4393867452378872,0
67,Paris,Vienna,1033.4922772841828,10.899407902382304,5.167461386420914,0
68,Paris,Rome,1105.2801487141146,9.46255121790321,5.526400743570573,0
69,Frankfurt,Amsterdam,363.4216583446053,8.856842338785807,1.8171082917230266,0
70,Frankfurt,Berlin,423.5280249380463,9.313754993899,2.1176401246902317,0
71,Frankfurt,Zurich,304.1810276161854,7.364322063611671,1.520905138080927,0
72,Frankfurt,Vienna,597.6455836046576,12.043724048975983,2.9882279180232882,0
73,Frankfurt,Rome,958.7278338574287,14.202351656442294,4.793639169287143,0
74,Amsterdam,Berlin,576.0871999159892,46.473035491117514,2.8804359995799462,1
75,Amsterdam,Zurich,612.9263221594731,7.745350005496878,3.0646316107973655,0
76,Amsterdam,Vienna,935.4450575969296,12.406428313878711,4.677225287984648,0
77,Amsterdam,Rome,1295.9496221016386,13.675635293466879,6.4797481105081935,0
78,Berlin,Zurich,669.0830018616773,9.51668048972547,3.3454150093083865,0
79,Berlin,Vienna,523.5449953624505,7.806944093406378,2.617724976812253,0
80,Berlin,Rome,1182.5461961338704,11.686149092533393,5.912730980669352,0
81,Zurich,Vienna,592.0648666611066,10.878637702981202,2.9603243333055334,0
82,Zurich,Rome,684.1759092144201,10.727706916418269,3.4208795460721007,0
83,Vienna,Rome,764.1671614916593,10.88948035947043,3.8208358074582964,0
84,London,Paris,343.55606034104164,5.834219263299062,1.7177803017052082,0
85,London,Frankfurt,637.7668789118289,9.342597246601212,3.188834394559145,0
86,London,Amsterdam,357.8875011228778,5.309469234600041,1.789437505614389,0
87,London,Berlin,931.5694204688527,15.694793348407018,4.657847102344264,0
88,London,Zurich,776.2341438374208,13.327563235636834,3.881170719187104,0
89,London,Vienna,1235.408027341829,10.85593770710201,6.177040136709145,0
90,London,Rome,1433.7813071157893,13.073258718938593,7.168906535578947,0
91,Paris,Frankfurt,477.89165377032487,10.613690134924898,2.3894582688516244,0
92,Paris,Amsterdam,429.8613896967422,7.094407411359298,2.1493069484837113,0
93,Paris,Berlin,877.4633259175432,12.339489938019224,4.387316629587716,0
94,Paris,Zurich,487.8773490475774,8.125157373336291,2.4393867452378872,0
95,Paris,Vienna,1033.4922772841828,8.459271567909298,5.167461386420914,0
96,Paris,Rome,1105.2801487141146,11.671608249041721,5.526400743570573,0
97,Frankfurt,Amsterdam,363.4216583446053,8.603886505062086,1.8171082917230266,0
98,Frankfurt,Berlin,423.5280249380463,7.557933032574447,2.1176401246902317,0
99,Frankfurt,Zurich,304.1810276161854,4.84496449467199,1.520905138080927,0
100,Frankfurt,Vienna,597.6455836046576,7.897661468173348,2.9882279180232882,0
101,Frankfurt,Rome,958.7278338574287,15.442072438617657,4.793639169287143,0
102,Amsterdam,Berlin,576.0871999159892,9.191130248907507,2.8804359995799462,0
103,Amsterdam,Zurich,612.9263221594731,9.000150508784623,3.0646316107973655,0
104,Amsterdam,Vienna,935.4450575969296,13.196234472267106,4.677225287984648,0
105,Amsterdam,Rome,1295.9496221016386,11.495151732353033,6.4797481105081935,0
106,Berlin,Zurich,669.0830018616773,7.885871461700382,3.3454150093083865,0
107,Berlin,Vienna,523.5449953624505,8.798142268267465,2.617724976812253,0
108,Berlin,Rome,1182.5461961338704,11.45436735340069,5.912730980669352,0
109,Zurich,Vienna,592.0648666611066,13.979806329069566,2.9603243333055334,0
110,Zurich,Rome,684.1759092144201,9.760815649642582,3.4208795460721007,0
111,Vienna,Rome,764.1671614916593,12.580421861128812,3.8208358074582964,0
112,London,Paris,343.55606034104164,7.385222367703526,1.7177803017052082,0
113,London,Frankfurt,637.7668789118289,7.7712464279348215,3.188834394559145,0
114,London,Amsterdam,357.8875011228778,7.4125889199620225,1.789437505614389,0
115,London,Berlin,931.5694204688527,8.438893222937326,4.657847102344264,0
116,London,Zurich,776.2341438374208,10.651407867415326,3.881170719187104,0
117,London,Vienna,1235.408027341829,11.820830240294582,6.177040136709145,0
118,London,Rome,1433.7813071157893,10.681079930779829,7.168906535578947,0
119,Paris,Frankfurt,477.89165377032487,7.069782140826239,2.3894582688516244,0
120,Paris,Amsterdam,429.8613896967422,5.896287832103166,2.1493069484837113,0
121,Paris,Berlin,877.4633259175432,12.292024309480768,4.387316629587716,0
122,Paris,Zurich,487.8773490475774,8.296938816952638,2.4393867452378872,0
123,Paris,Vienna,1033.4922772841828,8.334476228747672,5.167461386420914,0
124,Paris,Rome,1105.2801487141146,8.68742910600444,5.526400743570573,0
125,Frankfurt,Amsterdam,363.4216583446053,9.343143554532675,1.8171082917230266,0
126,Frankfurt,Berlin,423.5280249380463,6.544563855810622,2.1176401246902317,0
127,Frankfurt,Zurich,304.1810276161854,4.704771396796792,1.520905138080927,0
128,Frankfurt,Vienna,597.6455836046576,11.154129311432712,2.9882279180232882,0
129,Frankfurt,Rome,958.7278338574287,14.347999723228204,4.793639169287143,0
130,Amsterdam,Berlin,576.0871999159892,9.878660905512438,2.8804359995799462,0
131,Amsterdam,Zurich,612.9263221594731,10.735510753593378,3.0646316107973655,0
132,Amsterdam,Vienna,935.4450575969296,13.229074166039283,4.677225287984648,0
133,Amsterdam,Rome,1295.9496221016386,10.195623250144676,6.4797481105081935,0
134,Berlin,Zurich,669.0830018616773,7.396159881198535,3.3454150093083865,0
135,Berlin,Vienna,523.5449953624505,8.783421635625839,2.617724976812253,0
136,Berlin,Rome,1182.5461961338704,10.22028392728099,5.912730980669352,0
137,Zurich,Vienna,592.0648666611066,9.381715759761537,2.9603243333055334,0
138,Zurich,Rome,684.1759092144201,10.87233179595663,3.4208795460721007,0
139,Vienna,Rome,764.1671614916593,8.600059392197709,3.8208358074582964,0
140,London,Paris,343.55606034104164,5.761240445892926,1.7177803017052082,0
141,London,Frankfurt,637.7668789118289,9.862203856227806,3.188834394559145,0
142,London,Amsterdam,357.8875011228778,7.706847943859887,1.789437505614389,0
143,London,Berlin,931.5694204688527,12.23493307930162,4.657847102344264,0
144,London,Zurich,776.2341438374208,12.155495736534473,3.881170719187104,0
145,London,Vienna,1235.408027341829,12.478185507471583,6.177040136709145,0
146,London,Rome,1433.7813071157893,11.801882981122525,7.168906535578947,0
147,Paris,Frankfurt,477.89165377032487,9.764275942367565,2.3894582688516244,0
148,Paris,Amsterdam,429.8613896967422,8.186998241067656,2.1493069484837113,0
149,Paris,Berlin,877.4633259175432,9.738085773276833,4.387316629587716,0
150,Paris,Zurich,487.8773490475774,9.281499225467176,2.4393867452378872,0
151,Paris,Vienna,1033.4922772841828,9.431917553734657,5.167461386420914,0
152,Paris,Rome,1105.2801487141146,11.388619829307354,5.526400743570573,0
153,Frankfurt,Amsterdam,363.4216583446053,6.233983187116701,1.8171082917230266,0
154,Frankfurt,Berlin,423.5280249380463,9.070814684501059,2.1176401246902317,0
155,Frankfurt,Zurich,304.1810276161854,6.115353876593138,1.520905138080927,0
156,Frankfurt,Vienna,597.6455836046576,9.160637110549963,2.9882279180232882,0
157,Frankfurt,Rome,958.7278338574287,16.86183888527983,4.793639169287143,0
158,Amsterdam,Berlin,576.0871999159892,7.802307948279233,2.8804359995799462,0
159,Amsterdam,Zurich,612.9263221594731,11.258762855659908,3.0646316107973655,0
160,Amsterdam,Vienna,935.4450575969296,15.622108008507132,4.677225287984648,0
161,Amsterdam,Rome,1295.9496221016386,11.633144322894845,6.4797481105081935,0
162,Berlin,Zurich,669.0830018616773,11.145667782399219,3.3454150093083865,0
163,Berlin,Vienna,523.5449953624505,8.557746517580973,2.617724976812253,0
164,Berlin,Rome,1182.5461961338704,12.053111800488558,5.912730980669352,0
165,Zurich,Vienna,592.0648666611066,9.76802048303523,2.9603243333055334,0
166,Zurich,Rome,684.1759092144201,9.704850542986673,3.4208795460721007,0
167,Vienna,Rome,764.1671614916593,13.059270866007447,3.8208358074582964,0
168,London,Paris,343.55606034104164,5.883042978517248,1.7177803017052082,0
169,London,Frankfurt,637.7668789118289,8.54057892568555,3.188834394559145,0
170,London,Amsterdam,357.8875011228778,6.193862777169676,1.789437505614389,0
171,London,Berlin,931.5694204688527,15.034524517758477,4.657847102344264,0
172,London,Zurich,776.2341438374208,10.796789076457614,3.881170719187104,0
173,London,Vienna,1235.408027341829,10.487440854609893,6.177040136709145,0
174,London,Rome,1433.7813071157893,11.626469820576835,7.168906535578947,0
175,Paris,Frankfurt,477.89165377032487,6.593403757318823,2.3894582688516244,0
176,Paris,Amsterdam,429.8613896967422,8.474262609461253,2.1493069484837113,0
177,Paris,Berlin,877.4633259175432,15.928892262524531,4.387316629587716,1
178,Paris,Zurich,487.8773490475774,6.32531612196505,2.4393867452378872,0
179,Paris,Vienna,1033.4922772841828,10.92616819517305,5.167461386420914,0
180,Paris,Rome,1105.2801487141146,11.118086418605598,5.526400743570573,0
181,Frankfurt,Amsterdam,363.4216583446053,6.029725869635011,1.8171082917230266,0
182,Frankfurt,Berlin,423.5280249380463,8.920643001709525,2.1176401246902317,0
183,Frankfurt,Zurich,304.1810276161854,7.040272014591554,1.520905138080927,0
184,Frankfurt,Vienna,597.6455836046576,10.986358859958118,2.9882279180232882,0
185,Frankfurt,Rome,958.7278338574287,12.405400998473665,4.793639169287143,0
186,Amsterdam,Berlin,576.0871999159892,8.972969001115448,2.8804359995799462,0
187,Amsterdam,Zurich,612.9263221594731,6.603693688054684,3.0646316107973655,0
188,Amsterdam,Vienna,935.4450575969296,13.555530683324706,4.677225287984648,0
189,Amsterdam,Rome,1295.9496221016386,13.182363359661208,6.4797481105081935,0
190,Berlin,Zurich,669.0830018616773,10.644181724693427,3.3454150093083865,0
191,Berlin,Vienna,523.5449953624505,8.040855319560665,2.617724976812253,0
192,Berlin,Rome,1182.5461961338704,9.482406721632607,5.912730980669352,0
193,Zurich,Vienna,592.0648666611066,12.614392718851038,2.9603243333055334,0
194,Zurich,Rome,684.1759092144201,7.279944547116489,3.4208795460721007,0
195,Vienna,Rome,764.1671614916593,11.581792596832418,3.8208358074582964,0
196,London,Paris,343.55606034104164,8.425642701461133,1.7177803017052082,0
197,London,Frankfurt,637.7668789118289,10.052764411324176,3.188834394559145,0
198,London,Amsterdam,357.8875011228778,6.297585118489549,1.789437505614389,0
199,London,Berlin,931.5694204688527,13.35832026513926,4.657847102344264,0
200,London,Zurich,776.2341438374208,9.462649995691265,3.881170719187104,0
201,London,Vienna,1235.408027341829,9.411757323233406,6.177040136709145,0
202,London,Rome,1433.7813071157893,13.351933965716366,7.168906535578947,0
203,Paris,Frankfurt,477.89165377032487,11.521712477955356,2.3894582688516244,0
204,Paris,Amsterdam,429.8613896967422,7.916725568761783,2.1493069484837113,0
205,Paris,Berlin,877.4633259175432,13.832154332437934,4.387316629587716,0
206,Paris,Zurich,487.8773490475774,8.828538718230144,2.4393867452378872,0
207,Paris,Vienna,1033.4922772841828,8.69082922489307,5.167461386420914,0
208,Paris,Rome,1105.2801487141146,10.738830975251185,5.526400743570573,0
209,Frankfurt,Amsterdam,363.4216583446053,8.289424384922599,1.8171082917230266,0
210,Frankfurt,Berlin,423.5280249380463,9.170624429984066,2.1176401246902317,0
211,Frankfurt,Zurich,304.1810276161854,7.107605113066445,1.520905138080927,0
212,Frankfurt,Vienna,597.6455836046576,12.48483159331502,2.9882279180232882,0
213,Frankfurt,Rome,958.7278338574287,17.2506296119765,4.793639169287143,0
214,Amsterdam,Berlin,576.0871999159892,9.33212670349695,2.8804359995799462,0
215,Amsterdam,Zurich,612.9263221594731,8.187403351423741,3.0646316107973655,0
216,Amsterdam,Vienna,935.4450575969296,16.670516180271072,4.677225287984648,0
217,Amsterdam,Rome,1295.9496221016386,11.547386389762876,6.4797481105081935,0
218,Berlin,Zurich,669.0830018616773,10.23526081425141,3.3454150093083865,0
219,Berlin,Vienna,523.5449953624505,8.39498339716562,2.617724976812253,0
220,Berlin,Rome,1182.5461961338704,11.251969286063032,5.912730980669352,0
221,Zurich,Vienna,592.0648666611066,8.944720169490946,2.9603243333055334,0
222,Zurich,Rome,684.1759092144201,10.21592428475596,3.4208795460721007,0
223,Vienna,Rome,764.1671614916593,11.395227799585326,3.8208358074582964,0
224,London,Paris,343.55606034104164,4.775302074835003,1.7177803017052082,0
225,London,Frankfurt,637.7668789118289,14.518838146741052,3.188834394559145,0
226,London,Amsterdam,357.8875011228778,4.5297003164759815,1.789437505614389,0
227,London,Berlin,931.5694204688527,10.251000306247807,4.657847102344264,0
228,London,Zurich,776.2341438374208,9.38308875029227,3.881170719187104,0
229,London,Vienna,1235.408027341829,10.528174350629524,6.177040136709145,0
230,London,Rome,1433.7813071157893,15.748774265864055,7.168906535578947,0
231,Paris,Frankfurt,477.89165377032487,9.299687117203968,2.3894582688516244,0
232,Paris,Amsterdam,429.8613896967422,6.649981498634446,2.1493069484837113,0
233,Paris,Berlin,877.4633259175432,11.23328645434394,4.387316629587716,0
234,Paris,Zurich,487.8773490475774,53.55654718229765,2.4393867452378872,1
235,Paris,Vienna,1033.4922772841828,8.988642801439752,5.167461386420914,0
236,Paris,Rome,1105.2801487141146,9.13652339631826,5.526400743570573,0
237,Frankfurt,Amsterdam,363.4216583446053,8.850733659753088,1.8171082917230266,0
238,Frankfurt,Berlin,423.5280249380463,9.080329057101666,2.1176401246902317,0
239,Frankfurt,Zurich,304.1810276161854,6.87285642134321,1.520905138080927,0
240,Frankfurt,Vienna,597.6455836046576,10.110623438489414,2.9882279180232882,0
241,Frankfurt,Rome,958.7278338574287,11.895604202588924,4.793639169287143,0
242,Amsterdam,Berlin,576.0871999159892,9.867703105251826,2.8804359995799462,0
243,Amsterdam,Zurich,612.9263221594731,8.07263311406434,3.0646316107973655,0
244,Amsterdam,Vienna,935.4450575969296,9.082944134602135,4.677225287984648,0
245,Amsterdam,Rome,1295.9496221016386,11.694863437939768,6.4797481105081935,0
246,Berlin,Zurich,669.0830018616773,12.197523281870376,3.3454150093083865,0
247,Berlin,Vienna,523.5449953624505,8.242732427008415,2.617724976812253,0
248,Berlin,Rome,1182.5461961338704,9.324535683630522,5.912730980669352,0
249,Zurich,Vienna,592.0648666611066,10.92282318320552,2.9603243333055334,0
250,Zurich,Rome,684.1759092144201,12.029078866153755,3.4208795460721007,0
251,Vienna,Rome,764.1671614916593,14.719843429501875,3.8208358074582964,0
252,London,Paris,343.55606034104164,7.733653034945485,1.7177803017052082,0
253,London,Frankfurt,637.7668789118289,7.235675302113192,3.188834394559145,0
254,London,Amsterdam,357.8875011228778,4.863422342225551,1.789437505614389,0
255,London,Berlin,931.5694204688527,8.901363522560645,4.657847102344264,0
256,London,Zurich,776.2341438374208,9.997125789221869,3.881170719187104,0
257,London,Vienna,1235.408027341829,23.303349257066458,6.177040136709145,1
258,London,Rome,1433.7813071157893,10.76485673036206,7.168906535578947,0
259,Paris,Frankfurt,477.89165377032487,9.12068577239425,2.3894582688516244,0
260,Paris,Amsterdam,429.8613896967422,9.703618442623771,2.1493069484837113,0
261,Paris,Berlin,877.4633259175432,12.231897359794784,4.387316629587716,0
262,Paris,Zurich,487.8773490475774,9.685538368402698,2.4393867452378872,0
263,Paris,Vienna,1033.4922772841828,10.916014984792291,5.167461386420914,0
264,Paris,Rome,1105.2801487141146,8.627826313325766,5.526400743570573,0
265,Frankfurt,Amsterdam,363.4216583446053,6.1967944645060165,1.8171082917230266,0
266,Frankfurt,Berlin,423.5280249380463,10.288932736224222,2.1176401246902317,0
267,Frankfurt,Zurich,304.1810276161854,6.008475233394843,1.520905138080927,0
268,Frankfurt,Vienna,597.6455836046576,8.155065213632552,2.9882279180232882,0
269,Frankfurt,Rome,958.7278338574287,12.758271126446624,4.793639169287143,0
270,Amsterdam,Berlin,576.0871999159892,11.372218245098368,2.8804359995799462,0
271,Amsterdam,Zurich,612.9263221594731,7.5518125355813535,3.0646316107973655,0
272,Amsterdam,Vienna,935.4450575969296,16.78511415738208,4.677225287984648,0
273,Amsterdam,Rome,1295.9496221016386,11.530588223029504,6.4797481105081935,0
274,Berlin,Zurich,669.0830018616773,11.228331205616106,3.3454150093083865,0
275,Berlin,Vienna,523.5449953624505,5.02818449370606,2.617724976812253,0
276,Berlin,Rome,1182.5461961338704,8.921975005259949,5.912730980669352,0
277,Zurich,Vienna,592.0648666611066,8.525974568303957,2.9603243333055334,0
278,Zurich,Rome,684.1759092144201,10.170956181760321,3.4208795460721007,0
279,Vienna,Rome,764.1671614916593,10.36798305399587,3.8208358074582964,0
280,London,Paris,343.55606034104164,6.088279900128322,1.7177803017052082,0
281,London,Frankfurt,637.7668789118289,13.6867208175453,3.188834394559145,0
282,London,Amsterdam,357.8875011228778,6.555903591289188,1.789437505614389,0
283,London,Berlin,931.5694204688527,12.459289989751099,4.657847102344264,0
284,London,Zurich,776.2341438374208,10.591385994002913,3.881170719187104,0
285,London,Vienna,1235.408027341829,12.067352059875477,6.177040136709145,0
286,London,Rome,1433.7813071157893,13.603643916053477,7.168906535578947,0
287,Paris,Frankfurt,477.89165377032487,7.1147726768428,2.3894582688516244,0
288,Paris,Amsterdam,429.8613896967422,8.210922299371049,2.1493069484837113,0
289,Paris,Berlin,877.4633259175432,14.67476710664472,4.387316629587716,0
290,Paris,Zurich,487.8773490475774,10.010096768570511,2.4393867452378872,0
291,Paris,Vienna,1033.4922772841828,11.00953387867248,5.167461386420914,0
292,Paris,Rome,1105.2801487141146,9.730589415594068,5.526400743570573,0
293,Frankfurt,Amsterdam,363.4216583446053,8.278825398236515,1.8171082917230266,0
294,Frankfurt,Berlin,423.5280249380463,8.868376307060815,2.1176401246902317,0
295,Frankfurt,Zurich,304.1810276161854,6.513360344656016,1.520905138080927,0
296,Frankfurt,Vienna,597.6455836046576,9.39832299137318,2.9882279180232882,0
297,Frankfurt,Rome,958.7278338574287,11.57399988340337,4.793639169287143,0
298,Amsterdam,Berlin,576.0871999159892,6.115699580707336,2.8804359995799462,0
299,Amsterdam,Zurich,612.9263221594731,7.863061574388424,3.0646316107973655,0
300,Amsterdam,Vienna,935.4450575969296,14.387112110029777,4.677225287984648,0
301,Amsterdam,Rome,1295.9496221016386,10.456433311528983,6.4797481105081935,0
302,Berlin,Zurich,669.0830018616773,7.763819053611113,3.3454150093083865,0
303,Berlin,Vienna,523.5449953624505,12.175476441757882,2.617724976812253,0
304,Berlin,Rome,1182.5461961338704,11.352190873401485,5.912730980669352,0
305,Zurich,Vienna,592.0648666611066,9.596759962984322,2.9603243333055334,0
306,Zurich,Rome,684.1759092144201,7.568770189163984,3.4208795460721007,0
307,Vienna,Rome,764.1671614916593,8.418247256171362,3.8208358074582964,0
308,London,Paris,343.55606034104164,6.326750479941497,1.7177803017052082,0
309,London,Frankfurt,637.7668789118289,9.264210798994426,3.188834394559145,0
310,London,Amsterdam,357.8875011228778,5.908636011540341,1.789437505614389,0
311,London,Berlin,931.5694204688527,15.141288696153866,4.657847102344264,0
312,London,Zurich,776.2341438374208,11.46010011978427,3.881170719187104,0
313,London,Vienna,1235.408027341829,11.455633929969512,6.177040136709145,0
314,London,Rome,1433.7813071157893,9.924996223869936,7.168906535578947,0
315,Paris,Frankfurt,477.89165377032487,7.9298548390870955,2.3894582688516244,0
316,Paris,Amsterdam,429.8613896967422,6.919073513923604,2.1493069484837113,0
317,Paris,Berlin,877.4633259175432,16.4042252584928,4.387316629587716,0
318,Paris,Zurich,487.8773490475774,8.106042174557894,2.4393867452378872,0
319,Paris,Vienna,1033.4922772841828,8.629288817994029,5.167461386420914,0
320,Paris,Rome,1105.2801487141146,10.180602541944868,5.526400743570573,0
321,Frankfurt,Amsterdam,363.4216583446053,9.562274604919478,1.8171082917230266,0
322,Frankfurt,Berlin,423.5280249380463,9.237865139494646,2.1176401246902317,0
323,Frankfurt,Zurich,304.1810276161854,4.96423164418944,1.520905138080927,0
324,Frankfurt,Vienna,597.6455836046576,9.12972757102688,2.9882279180232882,0
325,Frankfurt,Rome,958.7278338574287,12.194719035064216,4.793639169287143,0
326,Amsterdam,Berlin,576.0871999159892,10.716376116436027,2.8804359995799462,0
327,Amsterdam,Zurich,612.9263221594731,9.95081506466219,3.0646316107973655,0
328,Amsterdam,Vienna,935.4450575969296,13.661833206469652,4.677225287984648,0
329,Amsterdam,Rome,1295.9496221016386,9.679783206984819,6.4797481105081935,0
330,Berlin,Zurich,669.0830018616773,11.688336447410492,3.3454150093083865,0
331,Berlin,Vienna,523.5449953624505,8.91696392566593,2.617724976812253,0
332,Berlin,Rome,1182.5461961338704,13.296600087243743,5.912730980669352,0
333,Zurich,Vienna,592.0648666611066,9.875347972551724,2.9603243333055334,0
334,Zurich,Rome,684.1759092144201,7.341707096344061,3.4208795460721007,0
335,Vienna,Rome,764.1671614916593,13.254625453030437,3.8208358074582964,0
336,London,Paris,343.55606034104164,7.489463862888187,1.7177803017052082,0
337,London,Frankfurt,637.7668789118289,10.682088565355157,3.188834394559145,0
338,London,Amsterdam,357.8875011228778,6.494390503025333,1.789437505614389,0
339,London,Berlin,931.5694204688527,11.714853301982824,4.657847102344264,0
340,London,Zurich,776.2341438374208,12.95695149294851,3.881170719187104,0
341,London,Vienna,1235.408027341829,10.366571734403646,6.177040136709145,0
342,London,Rome,1433.7813071157893,11.124220749486637,7.168906535578947,0
343,Paris,Frankfurt,477.89165377032487,6.966990691411975,2.3894582688516244,0
344,Paris,Amsterdam,429.8613896967422,6.148789728783133,2.1493069484837113,0
345,Paris,Berlin,877.4633259175432,13.17691604725,4.387316629587716,0
346,Paris,Zurich,487.8773490475774,9.432550742010243,2.4393867452378872,0
347,Paris,Vienna,1033.4922772841828,8.41267558628475,5.167461386420914,0
348,Paris,Rome,1105.2801487141146,8.700998556780311,5.526400743570573,0
349,Frankfurt,Amsterdam,363.4216583446053,6.383442730743505,1.8171082917230266,0
350,Frankfurt,Berlin,423.5280249380463,5.501619362330124,2.1176401246902317,0
351,Frankfurt,Zurich,304.1810276161854,7.007543100946127,1.520905138080927,0
352,Frankfurt,Vienna,597.6455836046576,6.506401513809449,2.9882279180232882,0
353,Frankfurt,Rome,958.7278338574287,13.483552290440171,4.793639169287143,0
354,Amsterdam,Berlin,576.0871999159892,10.57356934311455,2.8804359995799462,0
355,Amsterdam,Zurich,612.9263221594731,9.04837231677921,3.0646316107973655,0
356,Amsterdam,Vienna,935.4450575969296,10.30557529285192,4.677225287984648,0
357,Amsterdam,Rome,1295.9496221016386,10.55164088136081,6.4797481105081935,0
358,Berlin,Zurich,669.0830018616773,12.099757180192636,3.3454150093083865,0
359,Berlin,Vienna,523.5449953624505,8.787598859440475,2.617724976812253,0
360,Berlin,Rome,1182.5461961338704,10.29868251180242,5.912730980669352,0
